datetime,timestamp,latitude,longitude,accuracy,location,magNorth,trueNorth,accelX,accelY,accelZ,pitch,roll,yaw,illuminance,noise,battery
2015-07-14 13:37:39,130813690599724296,42.3743641376495,-71.108729839325,4,ELLERY STREET,334.394989013672,301.123962402344,0.1778632,-0.02271945,-0.1224819,-4.978511,54.0842,58.87602,2426.235,0,89
2015-07-14 13:37:40,130813690609857970,42.3743641376495,-71.108729839325,4,ELLERY STREET,334.601470947266,301.330444335938,0.1544027,0.01638123,-0.126392,-5.455873,55.63629,58.66955,2665.6,0,89
2015-07-14 13:37:41,130813690619972638,42.3743641376495,-71.108729839325,4,ELLERY STREET,334.994110107422,301.723083496094,0.1309423,-0.054,-0.1185718,-3.017113,54.02817,58.27691,2631.3,0,89
2015-07-14 13:37:43,130813690630130584,42.3743641376495,-71.108729839325,4,ELLERY STREET,335.056945800781,301.785919189453,0.08402151,-0.08528055,-0.07947116,-3.043327,55.52776,58.21407,2993.655,0,89
2015-07-14 13:37:44,130813690640289561,42.3743641376495,-71.108729839325,4,ELLERY STREET,334.834716796875,301.563690185547,0.1192121,-0.0422698,-0.1107517,-3.01016,53.39359,58.4363,3178.14,0,89
2015-07-14 13:37:45,130813690650451207,42.3743641376495,-71.108729839325,4,ELLERY STREET,334.996704101563,301.725677490234,0.09966178,-0.06573021,-0.07556109,-2.144638,54.95325,58.19575,2966.215,0,89
2015-07-14 13:37:46,130813690660473166,42.3743641376495,-71.108729839325,4,ELLERY STREET,335.11474609375,301.843719482422,0.1231222,-0.03444966,-0.05992082,-3.490472,55.44868,58.15627,2836.365,0,89
2015-07-14 13:37:47,130813690670615901,42.3743641376495,-71.108729839325,4,ELLERY STREET,335.446014404297,302.174987792969,0.5219492,-0.1361114,-0.3101652,-2.91996,54.92926,57.82502,2850.085,0,89
2015-07-14 13:37:48,130813690680768741,42.3742514848709,-71.1087888479233,3,ELLERY STREET,335.908660888672,302.637634277344,0.4437478,-0.1908524,-0.1733128,-1.274049,52.19727,57.36236,2891,0,89
2015-07-14 13:37:49,130813690690859643,42.3742246627808,-71.1087995767593,3,ELLERY STREET,334.689910888672,301.418884277344,0.4281075,-0.07355034,-0.1928632,-5.023631,50.14053,58.58112,2918.44,0,89
